지역,아파트,면적,층,가격
강원도 강릉시,송정한신,116.175,10,18500
강원도 강릉시,강릉교동롯데캐슬1단지,135.1727,9,34300
강원도 강릉시,강릉교동롯데캐슬2단지,118.0686,2,32500
강원도 강릉시,교동이-편한세상,123.7566,3,32500
강원도 강릉시,현대하이빌,122.74,6,28500
강원도 강릉시,삼익그린맨션,164.754,12,21000
강원도 강릉시,양우내안애,114.6085,12,24800
강원도 강릉시,양우내안애,114.6085,7,24800
강원도 강릉시,강릉입암동금호어울림,123.09,8,27900
강원도 강릉시,이안강릉타운,122.72,8,25000
강원도 강릉시,강릉홍제힐스테이트,129.689,9,27200
강원도 강릉시,강릉홍제힐스테이트,129.689,8,29900
강원도 속초시,명지미래힐,118.0531,5,27500
강원도 속초시,현대1,121.98,9,16000
강원도 속초시,현대2,123.27,15,20500
강원도 속초시,보람레이크더하임,156.76,1,29500
강원도 양구군,서희스타힐스,114.4,10,28500
강원도 영월군,드림채,121.473,16,25500
강원도 원주시,원주개운휴먼시아1단지,116.92,4,25000
강원도 원주시,원주힐스테이트,133.9912,16,26000
강원도 원주시,원주힐스테이트,137.4292,14,24000
강원도 원주시,성일,114.99,1,11000
강원도 원주시,두산,134.97,12,19000
강원도 원주시,두산,134.97,13,17500
강원도 원주시,중앙하이츠아파트,133.8208,6,22500
강원도 원주시,동보노빌리티2,118.747,15,16500
강원도 원주시,무실e-편한세상,124.1326,7,37000
강원도 원주시,무실e-편한세상,153.7215,14,44600
강원도 원주시,요진보네르카운티,117.13,5,24700
강원도 원주시,요진보네르카운티,117.13,1,25000
강원도 원주시,반곡벽산블루밍1차,123.52,14,24000
강원도 원주시,원주반곡아이파크,117.4263,12,28800
강원도 원주시,원주반곡아이파크,158.4784,11,40700
강원도 원주시,원주반곡아이파크,117.4263,5,25500
강원도 원주시,원주신일유토빌,116.161,20,20000
강원도 원주시,원주더샾아파트,157.316,5,34000
강원도 원주시,원주더샾아파트,123.34,4,25700
강원도 원주시,건영,133.92,15,15000
강원도 춘천시,춘천KCC스위첸,125.17,7,24200
강원도 춘천시,한일유앤아이,127.9717,11,28000
강원도 춘천시,현대,134.99,5,23500
강원도 춘천시,현진에버빌1차,114.126,10,28250
강원도 춘천시,현진에버빌2차,126.25,13,35500
강원도 춘천시,현진에버빌2차,126.25,6,31200
강원도 춘천시,현진에버빌2차,126.25,2,29500
강원도 춘천시,보배,126.57,1,15000
강원도 춘천시,롯데인벤스,173.7,9,36500
강원도 춘천시,롯데인벤스,122.13,15,20500
강원도 춘천시,롯데인벤스,122.13,14,25000
강원도 춘천시,금호2차,116.94,1,12000
강원도 춘천시,금호2차,134.43,5,15900
강원도 춘천시,금호2차,134.43,3,14900
강원도 춘천시,금호2차,116.94,6,14500
강원도 춘천시,금호2차,116.94,11,16000
강원도 춘천시,쌍용스윗닷홈,123.578,2,27000
강원도 춘천시,쌍용스윗닷홈,123.578,16,28000
강원도 춘천시,쌍용스윗닷홈,123.578,14,27900
강원도 춘천시,유승한내들,116.6708,15,32500
강원도 춘천시,중앙하이츠빌1단지,120.2572,6,25800
강원도 춘천시,휴먼시아남춘천1단지,121.95,11,34000
강원도 춘천시,동아,135,3,13800
강원도 춘천시,춘천더샵,127.2412,18,28500
강원도 춘천시,춘천더샵,145.5773,25,30900
강원도 춘천시,한신,128.79,14,16500
강원도 춘천시,한신,128.79,13,15500
경기도 가평군,청평세양청마루,121.056,12,26500
경기도 고양덕양구,푸른마을2단지,114.75,14,26900
경기도 고양덕양구,유승(126),115.11,7,26300
경기도 고양덕양구,삼성래미안,117.99,7,47000
경기도 고양덕양구,신원당(삼보),114.33,2,34500
경기도 고양덕양구,원당대림e-편한세상,112.242,17,45000
경기도 고양덕양구,능곡현대홈타운2,122.814,4,45500
경기도 고양덕양구,무원마을(동신),134.88,2,38500
경기도 고양덕양구,일신건영아파트(햇빛마을),134.82,8,44500
경기도 고양덕양구,일신건영아파트(햇빛마을),164.97,7,42000
경기도 고양덕양구,햇빛마을21단지,134.64,13,38000
경기도 고양덕양구,달빛마을4단지,133.89,18,42000
경기도 고양덕양구,은빛(미도파)5,134.97,6,43000
경기도 고양덕양구,은빛삼익건설(5),134.97,1,38000
경기도 고양일산동구,백마마을(한양4),134.96,20,46000
경기도 고양일산동구,백마마을(한양4),134.96,8,49000
경기도 고양일산동구,위시티 휴먼빌,117.21,16,36000
경기도 고양일산동구,위시티블루밍3단지,122.83,12,43500
경기도 고양일산동구,위시티블루밍3단지,123.08,14,45600
경기도 고양일산동구,위시티블루밍3단지,123.08,5,46100
경기도 고양일산동구,위시티블루밍3단지,122.83,16,45500
경기도 고양일산동구,위시티블루밍3단지,122.83,24,48500
경기도 고양일산동구,위시티블루밍3단지,122.83,12,45000
경기도 고양일산동구,위시티일산자이2단지,115.9254,27,47900
경기도 고양일산동구,산들마을2(대림),134.926,15,37200
경기도 고양일산동구,산들마을2(대림),134.926,19,37000
경기도 고양일산동구,산들마을2(대림),134.926,11,35700
경기도 고양일산동구,숲속마을5단지(I-PARK),124.28,7,43700
경기도 고양일산동구,숲속마을9단지(성원),122.8,14,40000
경기도 고양일산동구,숲속마을9단지(성원),122.8,16,40000
경기도 고양일산동구,쌍용,172.4112,12,43000
경기도 고양일산서구,가좌마을6단지벽산,124.944,7,36000
경기도 고양일산서구,청원벽산블루밍3단지,117.68,9,29700
경기도 고양일산서구,현대I-PARK(9),119.6924,3,40500
경기도 고양일산서구,현대I-PARK(9),119.6924,15,45500
경기도 고양일산서구,현대I-PARK(9),119.6924,7,44250
경기도 고양일산서구,동양라파크,129.8794,12,34000
경기도 고양일산서구,하이파크시티 일산아이파크1단지,124.8758,20,42000
경기도 고양일산서구,하이파크시티 일산아이파크1단지,124.8758,4,41000
경기도 고양일산서구,하이파크시티 일산아이파크1단지,127.8739,4,40800
경기도 고양일산서구,하이파크시티 일산아이파크5단지,127.8739,4,41500
경기도 고양일산서구,하이파크시티 일산파밀리에2단지,129.79,8,47400
경기도 고양일산서구,하이파크시티 일산파밀리에2단지,121.45,15,42500
경기도 고양일산서구,하이파크시티 일산파밀리에2단지,121.45,16,43500
경기도 고양일산서구,하이파크시티 일산파밀리에2단지,129.79,15,47700
경기도 고양일산서구,하이파크시티 일산파밀리에2단지,129.79,9,47400
경기도 고양일산서구,하이파크시티 일산파밀리에2단지,129.79,8,47400
경기도 고양일산서구,하이파크시티 일산파밀리에2단지,121.45,14,45300
경기도 고양일산서구,하이파크시티 일산파밀리에3단지,121.45,10,42000
경기도 고양일산서구,하이파크시티 일산파밀리에3단지,129.79,11,47400
경기도 고양일산서구,하이파크시티일산파밀리에4단지,121.45,9,47000
경기도 고양일산서구,하이파크시티일산파밀리에4단지,121.45,26,47600
경기도 고양일산서구,하이파크시티일산파밀리에4단지,129.79,4,47400
경기도 고양일산서구,하이파크시티일산파밀리에4단지,129.79,25,47400
경기도 고양일산서구,하이파크시티일산파밀리에4단지,146.51,2,49700
경기도 고양일산서구,하이파크시티일산파밀리에4단지,129.79,5,47400
경기도 고양일산서구,하이파크시티일산파밀리에4단지,121.45,11,46200
경기도 고양일산서구,하이파크시티일산파밀리에4단지,129.79,4,47400
경기도 고양일산서구,산들마을3단지,116.707,4,31700
경기도 고양일산서구,산들마을3단지,116.707,13,33000
경기도 고양일산서구,산들마을3단지,116.707,15,32000
경기도 고양일산서구,일산동문(600-32),134.79,1,26300
경기도 고양일산서구,일신삼익,134.64,13,29500
경기도 고양일산서구,일신삼익,134.64,20,30650
경기도 고양일산서구,후곡마을(동신),116.85,8,47200
경기도 고양일산서구,후곡마을(영풍),128.82,6,47000
경기도 고양일산서구,후곡마을(임광),130.23,17,48800
경기도 고양일산서구,후곡마을(청구),134.87,13,47300
경기도 고양일산서구,후곡마을(청구),134.87,12,49000
경기도 고양일산서구,후곡마을(한진),128.82,5,41500
경기도 고양일산서구,강선마을(건영),132.12,2,44000
경기도 고양일산서구,강선마을(건영),132.12,12,49500
경기도 고양일산서구,강선마을(건영),132.12,3,45000
경기도 고양일산서구,문촌마을(라이프),127.14,8,48000
경기도 고양일산서구,일산 임광진흥 아파트,124.06,15,38700
경기도 고양일산서구,일산 임광진흥 아파트,124.06,13,35000
경기도 고양일산서구,일산 임광진흥 아파트,124.06,15,37500
경기도 고양일산서구,"큰마을대림,현대아파트",134.97,14,28600
경기도 고양일산서구,"큰마을대림,현대아파트",163.43,18,29800
경기도 고양일산서구,"큰마을대림,현대아파트",134.97,20,31000
경기도 고양일산서구,"큰마을대림,현대아파트",134.97,15,31000
경기도 고양일산서구,"큰마을대림,현대아파트",114.93,15,28000
경기도 고양일산서구,"큰마을대림,현대아파트",134.97,4,29800
경기도 고양일산서구,"큰마을대림,현대아파트",163.43,17,29500
경기도 광주시,쌍용2,114.876,1,24000
경기도 광주시,금강펜테리움2단지,132.4827,14,36500
경기도 광주시,송정동현대아이파크,120.584,18,35000
경기도 광주시,금호,125.689,13,30300
경기도 광주시,오포롯데캐슬포레스트,133.4858,1,39500
경기도 광주시,오포롯데캐슬포레스트,127.8968,3,45000
경기도 광주시,현대모닝사이드1-A,150.455,13,44900
경기도 광주시,현대모닝사이드1-B,150.455,11,41000
경기도 광주시,현대모닝사이드1-B,150.455,12,44500
경기도 광주시,벽산블루밍1단지,122.24,5,36200
경기도 광주시,우림푸른마을,136.21,11,22000
경기도 광주시,코아루햇빛마을,143.77,14,25800
경기도 광주시,우림루미아트,125.8375,16,26000
경기도 광주시,현대,134.806,16,39900
경기도 광주시,현대,134.806,10,37000
경기도 광주시,성원,134.16,18,30000
경기도 광주시,성원2,134.94,2,29000
경기도 광주시,성원2,134.94,18,32000
경기도 광주시,성원2,134.94,14,29500
경기도 광주시,성원3,134.94,10,33200
경기도 광주시,성원3,134.94,8,28500
경기도 광주시,성원3,134.94,17,31500
경기도 구리시,원일아름,140.17,2,45500
경기도 군포시,무궁화,134.74,7,44200
경기도 군포시,삼익소월,129.99,5,48500
경기도 군포시,삼익소월,129.99,7,45500
경기도 군포시,동아(900),119.35,11,37300
경기도 군포시,쌍용(873),125,5,46500
경기도 군포시,"당정마을누리에뜰(105,106동)",123.339,5,36000
경기도 군포시,당정마을엘지,130.1887,8,42200
경기도 군포시,휴먼시아(4단지),121.65,10,44000
경기도 군포시,휴먼시아(4단지),121.72,6,42500
경기도 군포시,휴먼시아(4단지),121.72,9,42000
경기도 군포시,휴먼시아(4단지),121.72,14,43400
경기도 군포시,동백(우성),134.97,18,49200
경기도 군포시,한양목련,151.397,21,49500
경기도 군포시,한양목련,128.114,22,45000
경기도 군포시,한양목련,126.834,16,47500
경기도 김포시,김포한강신안실크밸리3차,118.014,2,34900
경기도 김포시,푸른마을(신안),128.494,2,24600
경기도 김포시,오스타파라곤2단지,118.93,11,43500
경기도 김포시,오스타파라곤3단지,120.55,7,45750
경기도 김포시,강변마을 월드메르디앙아파트,129.777,7,49400
경기도 김포시,숲속마을대우,134.83,1,36500
경기도 김포시,오룡마을한화,137.818,10,40000
경기도 김포시,한가람마을(우미린),128.9366,5,41600
경기도 김포시,한가람마을(우미린),128.9366,13,40700
경기도 김포시,한가람마을(우미린),128.9366,15,40000
경기도 김포시,한가람마을(우미린),128.9366,11,41500
경기도 김포시,풍년마을(신일),126.015,6,34000
경기도 김포시,풍년마을(신일),126.015,7,36000
경기도 김포시,풍년마을(신일),126.015,13,35000
경기도 김포시,농장마을(신안),168.33,5,28000
경기도 김포시,전원마을(월드3차1단지),123.69,1,25700
경기도 김포시,전원마을(월드3차1단지),123.69,11,27200
경기도 김포시,전원마을(월드3차1단지),123.69,17,27500
경기도 김포시,전원마을(월드4차2단지),164.97,12,34500
경기도 김포시,전원마을(월드4차2단지),164.97,4,36000
경기도 김포시,전원마을(월드5차3단지),134.95,5,27500
경기도 김포시,고창마을(반도유보라),125.2332,8,42300
경기도 김포시,청송마을(현대2),205.854,6,46000
경기도 김포시,청송마을(현대2),134.737,12,30000
경기도 김포시,청송마을중흥에스-클래스,112.4662,24,39000
경기도 김포시,초당마을(우남퍼스트빌),114.33,11,42300
경기도 김포시,초당마을(우남퍼스트빌),114.33,23,46000
경기도 김포시,초당마을(우미린),123.8019,10,41500
경기도 김포시,당곡마을(월드메르디앙),116.5794,7,29900
경기도 김포시,당곡마을(현대),115.2209,17,29000
경기도 김포시,양도마을(서해그랑블),134.6076,2,36000
경기도 김포시,양도마을(서해그랑블),146.9714,3,37650
경기도 김포시,양도마을(서해그랑블),167.6654,8,36000
경기도 김포시,유현마을(신동아),140.23,9,32900
경기도 김포시,유현마을(신동아),140.23,4,29200
경기도 김포시,유현마을(현대프라임빌),134.52,4,35000
경기도 김포시,유현마을(현대프라임빌),118.63,17,31300
경기도 남양주시,금곡gs,137.84,16,32900
경기도 남양주시,도농센트레빌,114.93,4,49500
경기도 남양주시,도농센트레빌,114.93,5,49000
경기도 남양주시,롯데낙천대,114.89,13,40000
